
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444406819443 ;DF ;BRASILIA ;CEILANDIA SUL (CEILANDIA) ;QUADRA QNN 06, N. SN, CJ P LT 05 ;274.955,61;236.000,00;0.00;Casa, 0.00 de área total, 24.01 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406819443
 8555537664095 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 300, N. SN, Apto 302, BL K ;176.070,50;147.500,00;0.00;Apartamento, 0.00 de área total, 45.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537664095
 8555536547877 ;DF ;BRASILIA ;CEILANDIA NORTE (CEILANDIA) ;QUADRA NN 11, N. SN, Apto 108, LT 05 VIA NN11B ;155.699,00;130.000,00;0.00;Apartamento, 0.00 de área total, 33.25 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536547877
 10186563 ;DF ;BRASILIA ;ASA SUL ;QUADRA SHS, N. 00, QD 06, CJ A, BL E, LT 01, SL 319 ;456.855,86;360.000,00;0.00;Sala, 0.00 de área total, 50.92 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10186563
 8555508710262 ;DF ;BRASILIA ;SETOR CENTRAL (GAMA) ;QUADRA 55, N. SN, Apto 207, BL 04 LT 03 A 06 ;190.853,03;148.000,00;0.00;Apartamento, 0.00 de área total, 44.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508710262
 1555520501459 ;DF ;BRASILIA ;SETOR INDUSTRIAL (TAGUATINGA) ;QUADRA QI 24, N. SN, Apto 206, TORRE C ;354.469,72;220.000,00;0.00;Apartamento, 0.00 de área total, 52.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555520501459
 8444413181821 ;DF ;BRASILIA ;SAMAMBAIA SUL (SAMAMBAIA) ;QR 319, N. SN, CJ 06 LT 17 ;345.934,00;170.000,00;0.00;Casa, 0.00 de área total, 102.37 de área privativa, 126.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413181821
 10006541 ;DF ;BRASILIA ;ZONA INDUSTRIAL ;QUADRA 2 DO ST SAAN, N. 810 ;2.719.285,29;1.087.000,00;0.00;Galpão, 0.00 de área total, 160.00 de área privativa, 500.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10006541
 1444416234847 ;DF ;BRASILIA ;SETOR HABITACIONAL JARDIM BOTANICO ;RUA CAMINHO DA VIDA LOT MORADA DE DEUS, N. SN, LT 18 ;878.226,64;285.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 487.29 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416234847
 1444418752802 ;DF ;BRASILIA ;LOT SANTA FELICIDADE ;VIA INTERNA, N. 24, CJ 02 LT 02 QD C ;1.177.176,60;380.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 468.38 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418752802
 1444418278205 ;DF ;BRASILIA ;SETOR HABITACIONAL T ;QUADRA  C1, N. SN, UNID 11 CJ 01 LT 01 ;1.183.248,38;350.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 400.86 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418278205
 8444409539920 ;DF ;CEILANDIA ;CEILANDIA NORTE ;QUADRA QNO 11, N. SN, CONJ F LOTE 23 ;222.224,00;344.000,00;35.40;Casa, 0.00 de área total, 95.00 de área privativa, 144.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409539920
 1555531860390 ;DF ;GAMA ;SETOR LESTE INDUSTRI ;QUADRA 1, N. SN, Apto 1003, TORRE 05 LT 1700/1780 VAGA 334 ;300.000,00;300.000,00;0.00;Apartamento, 0.00 de área total, 55.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531860390
 10191650 ;DF ;NUCLEO BANDEIRANTE ;SETOR DE INDUSTRIAS BERNARDO SAYAO ;QD 2 LT 5 CJ D, N. 00, NÚCLEO BANDEIRANTE ;5.966.792,57;3.130.000,00;0.00;Galpão, 0.00 de área total, 922.08 de área privativa, 1000.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10191650
 8444417923997 ;DF ;SAMAMBAIA ;SAMAMBAIA SUL ;QUADRA QN 320, N. SN, Apto 702, LT 1 CONJ 4 QD QN ;164.193,45;177.500,00;7.50;Apartamento, 0.00 de área total, 60.63 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417923997
 8787700270063 ;DF ;SAMAMBAIA ;SAMAMBAIA SUL ;QUADRA QS 303, N. SN, Apto 4, CJ 09 QD QS 303 ;153.796,17;154.000,00;0.14;Apartamento, 0.00 de área total, 32.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700270063
 1444407401639 ;DF ;TAGUATINGA ;TAGUATINGA NORTE ;QUADRA CNB 6, N. SN, Apto 101, LT 14 ;364.990,00;565.000,00;35.40;Apartamento, 0.00 de área total, 100.19 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407401639
 1555526037436 ;DF ;TAGUATINGA ;SETOR INDUSTRIAL TAG ;QUADRA QI 24, N. SN, Apto 603, TORRE A - VG GARAGEM N. 509 ;286.643,72;272.000,00;0.00;Apartamento, 0.00 de área total, 50.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555526037436
